,Unnamed: 0,3平均着順,タイム,上り,人気,備考,単勝,厩舎ｺﾒﾝﾄ,性齢,斤量,枠番,着差,着順,調教師,調教ﾀｲﾑ,賞金(万円),通過,馬主,馬体重,馬名,馬番,騎手,ﾀｲﾑ指数,天候,地面,発走,場所,レース名,ラウンド数,コース,日付
103,13,5.0,1:48.1,35.4,11.0,,40.5,,牡5,56.0,8.0,1.1/4,14,[西]音無秀孝,,,8-7-6-9,谷掛龍夫,452,アメリカズカップ,14,幸英明,**,晴 ,良 ,15,小倉,第53回小倉大賞典(G3),11R,芝右1800m ,2019-02-17
104,0,1.5,2:26.8,32.3,1.0,,1.4,,牡3,56.0,3.0,,1,[西]角居勝彦,,"5,460.2",2-2-2-1,キャロットファーム,498,サートゥルナーリア,3,ルメール,**,小雨 ,良 ,15,阪神,第67回神戸新聞杯(G2),11R,芝右外2400m ,2019-09-22
105,1,1.5,2:27.3,32.5,2.0,,2.6,,牡3,56.0,5.0,3,2,[西]中内田充,,"2,217.2",4-4-4-3,金子真人ホールディングス,490,ヴェロックス,5,川田将雅,**,小雨 ,良 ,15,阪神,第67回神戸新聞杯(G2),11R,芝右外2400m ,2019-09-22
106,2,1.5,2:27.5,32.3,3.0,,13.2,,牡3,56.0,8.0,1.1/4,3,[西]友道康夫,,"1,408.6",7-7-6-6,大塚亮一,472,ワールドプレミア,8,武豊,**,小雨 ,良 ,15,阪神,第67回神戸新聞杯(G2),11R,芝右外2400m ,2019-09-22
107,3,3.25,2:27.8,33.1,4.0,,22.8,,牡3,56.0,4.0,1.3/4,4,[西]高橋義忠,,810.0,2-3-3-3,東京ホースレーシング,488,レッドジェニアル,4,酒井学,**,小雨 ,良 ,15,阪神,第67回神戸新聞杯(G2),11R,芝右外2400m ,2019-09-22
108,4,1.75,2:27.8,32.7,6.0,,41.6,,牡3,56.0,2.0,クビ,5,[西]矢作芳人,,540.0,5-5-6-6,ライオンレースホース,516,ユニコーンライオン,2,岩田康誠,**,小雨 ,良 ,15,阪神,第67回神戸新聞杯(G2),11R,芝右外2400m ,2019-09-22
109,5,1.25,2:27.9,33.3,5.0,,32.6,,牡3,56.0,6.0,1/2,6,[西]中尾秀正,,,1-1-1-2,Ｇ１レーシング,502,シフルマン,6,松山弘平,**,小雨 ,良 ,15,阪神,第67回神戸新聞杯(G2),11R,芝右外2400m ,2019-09-22
110,6,4.0,2:28.4,33.5,7.0,,156.5,,牡3,56.0,7.0,3,7,[西]千田輝彦,,,5-5-5-5,平山靖,516,ヴィント,7,竹之下智,**,小雨 ,良 ,15,阪神,第67回神戸新聞杯(G2),11R,芝右外2400m ,2019-09-22
111,7,2.5,2:28.6,33.3,8.0,,182.6,,牡3,56.0,1.0,1.1/4,8,[西]服部利之,,,8-8-8-8,熊田義孝,424,ジョウショームード,1,小牧太,**,小雨 ,良 ,15,阪神,第67回神戸新聞杯(G2),11R,芝右外2400m ,2019-09-22
112,0,2.0,1:59.2,34.4,3.0,,5.6,,牡5,56.0,7.0,,1,[西]池江泰寿,,"2,421.7",1-1-1,青芝商事,446,マウントゴールド,8,内田博幸,**,晴 ,良 ,15,東京,オクトーバーS ,11R,芝左2000m ,2018-10-14
113,1,7.75,1:59.3,34.3,6.0,,16.7,,牡5,58.0,7.0,3/4,2,[東]栗田博憲,,966.2,3-3-2,サラブレッドクラブ・ラフィアン,472,マイネルハニー,7,蛯名正義,**,晴 ,良 ,15,東京,オクトーバーS ,11R,芝左2000m ,2018-10-14
114,2,3.25,1:59.4,34.0,4.0,,6.4,,牝5,55.0,4.0,クビ,3,[東]古賀慎明,,603.1,6-6-5,サンデーレーシング,490,ワンブレスアウェイ,4,津村明秀,**,晴 ,良 ,15,東京,オクトーバーS ,11R,芝左2000m ,2018-10-14
115,3,2.0,1:59.5,33.7,1.0,,2.6,,牡4,56.0,6.0,1/2,4,[西]音無秀孝,,360.0,8-8-8,社台レースホース,442,スティッフェリオ,6,田辺裕信,**,晴 ,良 ,15,東京,オクトーバーS ,11R,芝左2000m ,2018-10-14
116,4,5.0,1:59.6,33.4,2.0,,3.5,,牡3,54.0,3.0,3/4,5,[西]須貝尚介,,240.0,8-9-9,近藤利一,466,アドマイヤアルバ,3,福永祐一,**,晴 ,良 ,15,東京,オクトーバーS ,11R,芝左2000m ,2018-10-14
117,5,6.5,2:00.0,34.7,9.0,,50.1,,牡7,58.0,1.0,2.1/2,6,[東]高木登,,,5-5-5,サラブレッドクラブ・ラフィアン,490,マイネルフロスト,1,松岡正海,**,晴 ,良 ,15,東京,オクトーバーS ,11R,芝左2000m ,2018-10-14
118,6,6.0,2:00.1,34.5,5.0,,11.7,,牡7,56.0,5.0,1/2,7,[東]加藤征弘,,,7-7-7,島川隆哉,480,トーセンマタコイヤ,5,石川裕紀,**,晴 ,良 ,15,東京,オクトーバーS ,11R,芝左2000m ,2018-10-14
119,7,7.0,2:00.2,35.1,7.0,,20.2,,牡6,56.0,8.0,1/2,8,[西]橋口慎介,,,4-3-4,鈴木隆司,446,カレンラストショー,10,三浦皇成,**,晴 ,良 ,15,東京,オクトーバーS ,11R,芝左2000m ,2018-10-14
120,8,8.75,2:00.6,34.3,10.0,,62.9,,牝6,54.0,2.0,2.1/2,9,[東]鹿戸雄一,,,10-10-10,山田弘,482,ロッカフラベイビー,2,田中勝春,**,晴 ,良 ,15,東京,オクトーバーS ,11R,芝左2000m ,2018-10-14
121,9,4.5,2:01.7,36.7,8.0,,36.4,,牡5,56.0,8.0,7,10,[東]斎藤誠,,,2-2-2,クラウン,472,クラウンディバイダ,9,武藤雅,**,晴 ,良 ,15,東京,オクトーバーS ,11R,芝左2000m ,2018-10-14
122,0,0.75,1:34.8,33.8,4.0,,8.4,,牝4,54.0,7.0,,1,[西]昆貢,,"5,592.4",1-1,寺田千代乃,506,ミスパンテール,11,横山典弘,**,晴 ,良 ,15,阪神,第61回サンスポ杯阪神牝馬S(G2),11R,芝右外1600m ,2018-04-07
123,1,1.75,1:34.8,33.7,11.0,,55.6,,牝5,54.0,7.0,アタマ,2,[西]音無秀孝,,"2,226.4",2-2,東京ホースレーシング,444,レッドアヴァンセ,10,北村友一,**,晴 ,良 ,15,阪神,第61回サンスポ杯阪神牝馬S(G2),11R,芝右外1600m ,2018-04-07
124,2,2.75,1:34.8,33.3,1.0,,2.4,,牝4,54.0,3.0,クビ,3,[西]矢作芳人,,"1,413.2",8-7,キャロットファーム,452,リスグラシュー,3,武豊,**,晴 ,良 ,15,阪神,第61回サンスポ杯阪神牝馬S(G2),11R,芝右外1600m ,2018-04-07
125,3,5.25,1:34.9,33.6,3.0,,6.6,,牝5,56.0,2.0,クビ,4,[西]須貝尚介,,830.0,5-5,近藤利一,434,アドマイヤリード,2,Ｍ．デム,**,晴 ,良 ,15,阪神,第61回サンスポ杯阪神牝馬S(G2),11R,芝右外1600m ,2018-04-07
126,4,5.0,1:35.0,33.8,5.0,,12.0,,牝5,54.0,1.0,1/2,5,[西]西園正都,,550.0,2-4,Ｇ１レーシング,466,ジュールポレール,1,幸英明,**,晴 ,良 ,15,阪神,第61回サンスポ杯阪神牝馬S(G2),11R,芝右外1600m ,2018-04-07
127,5,1.75,1:35.2,33.9,7.0,,31.5,,牝5,54.0,4.0,1.1/4,6,[西]高橋亮,,,5-5,里見美惠子,458,ミエノサクシード,4,福永祐一,**,晴 ,良 ,15,阪神,第61回サンスポ杯阪神牝馬S(G2),11R,芝右外1600m ,2018-04-07
128,6,3.25,1:35.2,33.7,9.0,,44.9,,牝4,54.0,6.0,クビ,7,[西]石坂正,,,7-7,キャロットファーム,418,ミリッサ,8,岩田康誠,**,晴 ,良 ,15,阪神,第61回サンスポ杯阪神牝馬S(G2),11R,芝右外1600m ,2018-04-07
129,7,4.0,1:35.3,33.5,12.0,,68.7,,牝5,54.0,5.0,クビ,8,[西]本田優,,,11-9,吉岡實,458,エテルナミノル,7,四位洋文,**,晴 ,良 ,15,阪神,第61回サンスポ杯阪神牝馬S(G2),11R,芝右外1600m ,2018-04-07
130,8,4.0,1:35.3,33.2,6.0,,13.0,,牝4,55.0,8.0,クビ,9,[西]角居勝彦,,,8-11,吉田和子,452,ラビットラン,13,川田将雅,**,晴 ,良 ,15,阪神,第61回サンスポ杯阪神牝馬S(G2),11R,芝右外1600m ,2018-04-07
131,9,5.25,1:35.4,34.3,2.0,,3.6,,牝4,56.0,5.0,1/2,10,[東]藤沢和雄,,,4-2,社台レースホース,476,ソウルスターリング,6,ルメール,**,晴 ,良 ,15,阪神,第61回サンスポ杯阪神牝馬S(G2),11R,芝右外1600m ,2018-04-07
132,10,5.0,1:35.4,33.7,10.0,,50.2,,牝5,54.0,4.0,クビ,11,[西]荒川義之,,,8-9,田中康弘,464,デンコウアンジュ,5,蛯名正義,**,晴 ,良 ,15,阪神,第61回サンスポ杯阪神牝馬S(G2),11R,芝右外1600m ,2018-04-07
133,11,2.5,1:35.6,33.4,8.0,,42.1,,牝5,54.0,8.0,1.1/4,12,[西]藤岡健一,,,11-12,青山洋一,462,ワントゥワン,12,藤岡佑介,**,晴 ,良 ,15,阪神,第61回サンスポ杯阪神牝馬S(G2),11R,芝右外1600m ,2018-04-07
134,12,8.0,1:35.9,33.6,13.0,,125.8,,牝6,54.0,6.0,1.3/4,13,[西]野中賢二,,,13-13,クイーンズ・ランチ,456,クインズミラーグロ,9,藤岡康太,**,晴 ,良 ,15,阪神,第61回サンスポ杯阪神牝馬S(G2),11R,芝右外1600m ,2018-04-07
135,0,1.5,2:04.21,,1.0,,1.7,,牝5,57.0,,,1,[西]矢作芳人,,,,キャロットファーム,,リスグラシュー,9,レーン,, ,稍重 ,16,9R,コックスプレート(G1),結果/払戻,芝左2040m ,2019-10-26
136,1,3.25,,,3.0,,8.9,,牡3,49.5,,1.1/2,2,[外]リット,,,,Galletta Construction Co Pty Ltd,,Castelvecchio,14,ウィリア,, ,稍重 ,16,9R,コックスプレート(G1),結果/払戻,芝左2040m ,2019-10-26
137,2,1.5,,,11.0,,44.5,,セ5,59.0,,2,3,[外]リチャー,,,,"S Mace, D C Ellis Et Al",,Te Akau Shark,7,ボッソン,, ,稍重 ,16,9R,コックスプレート(G1),結果/払戻,芝左2040m ,2019-10-26
138,3,3.75,,,2.0,,4.9,,牝4,57.0,,1/2,4,[外]オブライ,,,,Ｍ．テイバーＤ．スミス＆Ｊ．マグニア夫人,,Magic Wand,10,ムーア,, ,稍重 ,16,9R,コックスプレート(G1),結果/払戻,芝左2040m ,2019-10-26
139,4,2.0,,,4.0,,12.4,,牝4,55.5,,アタマ,5,[外]トリンダ,,,,W G Roser,,Mystic Journey,12,ダルマニ,, ,稍重 ,16,9R,コックスプレート(G1),結果/払戻,芝左2040m ,2019-10-26
140,5,3.5,,,10.0,,41.9,,セ5,59.0,,2.1/2,6,[外]ウォーラ,,,,"K W D, B F Sokolski Et Al",,キングズウィルドリーム,6,ボウマン,, ,稍重 ,16,9R,コックスプレート(G1),結果/払戻,芝左2040m ,2019-10-26
141,6,1.75,,,5.0,,15.6,,セ5,59.0,,1/2,7,[外]カミング,,,,ゴドルフィンＳＮＣ,,アヴィリオス,2,マカヴォ,, ,稍重 ,16,9R,コックスプレート(G1),結果/払戻,芝左2040m ,2019-10-26
142,7,6.0,,,14.0,,156.5,,セ7,59.0,,3/4,8,[外]ヘイズ,,,,"D A Hayes, M B Lee Et Al",,Harlem,4,ダン,, ,稍重 ,16,9R,コックスプレート(G1),結果/払戻,芝左2040m ,2019-10-26
143,8,3.5,,,13.0,,62.9,,セ9,59.0,,アタマ,9,[外],,,,"K B Renner, C R Delacy Et Al",,Black Heart Bart,1,ローウィ,, ,稍重 ,16,9R,コックスプレート(G1),結果/払戻,芝左2040m ,2019-10-26
144,9,3.0,,,6.0,,18.8,,牡3,56.5,,クビ,10,[外]ヘイズ,,,,Mrs John Magnier & Michael Tabor & Derrick Smith,,Cape Of Good Hope,11,ザーラ,, ,稍重 ,16,9R,コックスプレート(G1),結果/払戻,芝左2040m ,2019-10-26
145,10,2.25,,,12.0,,54.9,,セ5,59.0,,アタマ,11,[外]ハウリー,,,,"Mr N C Williams,Mr L J Williams,Mrs S J Williams",,ホームズマン,5,メルハム,, ,稍重 ,16,9R,コックスプレート(G1),結果/払戻,芝左2040m ,2019-10-26
146,11,3.5,,,8.0,,35.9,,牝4,55.5,,2,12,[外]ウォーラ,,,,"Jomara Bloodstock Ltd, Ellee Syndicate Et Al",,Verry Elleegant,13,マクドナ,, ,稍重 ,16,9R,コックスプレート(G1),結果/払戻,芝左2040m ,2019-10-26
147,12,3.5,,,7.0,,29.7,,牡7,59.0,,2,13,[西]高野友和,,,,キャロットファーム,,クルーガー,3,ベリー,, ,稍重 ,16,9R,コックスプレート(G1),結果/払戻,芝左2040m ,2019-10-26
148,13,1.5,,,9.0,,37.4,,セ4,59.0,,8,14,[外]ムニュイ,,,,Australian Bloodstock,,Danceteria,8,スペンサ,, ,稍重 ,16,9R,コックスプレート(G1),結果/払戻,芝左2040m ,2019-10-26
149,14,0.0,,,,,---,,セ7,59.0,,,取,[外]マー,,,,"Jomara Bloodstock Ltd, Dr P C Goel, Mrs P Adams Et Al",,Humidor,15,シン,, ,稍重 ,16,9R,コックスプレート(G1),結果/払戻,芝左2040m ,2019-10-26
150,15,0.0,,,,,---,,セ4,57.5,,,取,[外]ストーク,,,,"Wylie Dalziel Roy Higgins Racing, P G Moody Et Al",,Mr Quickie,16,ボス,, ,稍重 ,16,9R,コックスプレート(G1),結果/払戻,芝左2040m ,2019-10-26
151,16,5.75,,,,,---,,セ8,59.0,,,取,[外],,,,"OTI Racing, J Higgins Et Al",,Gailo Chop,17,オリヴァ,, ,稍重 ,16,9R,コックスプレート(G1),結果/払戻,芝左2040m ,2019-10-26
152,17,0.0,,,,,---,,セ5,59.0,,,取,[外]ビン・ス,,,,ゴドルフィン,,ドリームキャッスル,18,コスグレ,, ,稍重 ,16,9R,コックスプレート(G1),結果/払戻,芝左2040m ,2019-10-26
153,0,1.0,3:06.1,33.9,7.0,,14.5,,牡3,57.0,6.0,,1,[東]手塚貴久,,"14,748.2",7-7-5-6,サンデーレーシング,480,フィエールマン,12,ルメール,**,晴 ,良 ,15,京都,第79回菊花賞(G1),11R,芝右外3000m ,2018-10-21
154,1,2.0,3:06.1,33.9,2.0,,3.6,,牡3,57.0,5.0,ハナ,2,[西]友道康夫,,"5,585.2",10-9-8-6,Ｇリビエール・レーシング,472,エタリオウ,9,Ｍ．デム,**,晴 ,良 ,15,京都,第79回菊花賞(G1),11R,芝右外3000m ,2018-10-21
155,2,3.25,3:06.3,33.9,10.0,,31.7,,牡3,57.0,4.0,1.1/2,3,[西]友道康夫,,"3,392.6",9-9-10-10,金子真人ホールディングス,488,ユーキャンスマイル,7,武豊,**,晴 ,良 ,15,京都,第79回菊花賞(G1),11R,芝右外3000m ,2018-10-21
156,3,1.75,3:06.5,34.1,1.0,,3.4,,牡3,57.0,2.0,3/4,4,[東]大竹正博,,"1,800.0",12-11-10-9,シルクレーシング,530,ブラストワンピース,3,池添謙一,**,晴 ,良 ,15,京都,第79回菊花賞(G1),11R,芝右外3000m ,2018-10-21
157,4,1.75,3:06.6,33.9,12.0,,75.4,,牡3,57.0,8.0,1/2,5,[東]尾関知人,,"1,200.0",14-14-14-12,シルクレーシング,448,グローリーヴェイズ,18,福永祐一,**,晴 ,良 ,15,京都,第79回菊花賞(G1),11R,芝右外3000m ,2018-10-21
158,5,6.75,3:06.7,34.1,13.0,,80.2,,牡3,57.0,7.0,3/4,6,[西]松田国英,,,11-11-12-12,サンデーレーシング,454,タイムフライヤー,13,和田竜二,**,晴 ,良 ,15,京都,第79回菊花賞(G1),11R,芝右外3000m ,2018-10-21
159,6,1.5,3:06.9,33.9,15.0,,138.3,,牡3,57.0,8.0,1.1/2,7,[西]池江泰寿,,,16-16-16-16,青芝商事,450,シャルドネゴールド,17,藤岡康太,**,晴 ,良 ,15,京都,第79回菊花賞(G1),11R,芝右外3000m ,2018-10-21
160,7,1.75,3:06.9,34.8,3.0,,5.5,,牡3,57.0,3.0,ハナ,8,[西]藤原英昭,,,3-3-3-5,ヒダカ・ブリーダーズ・ユニオン,490,エポカドーロ,5,戸崎圭太,**,晴 ,良 ,15,京都,第79回菊花賞(G1),11R,芝右外3000m ,2018-10-21
161,8,5.0,3:07.1,35.2,4.0,,11.2,,牡3,57.0,2.0,1.1/4,9,[東]矢野英一,,,1-1-1-1,Ｇリビエール・レーシング,506,ジェネラーレウーノ,4,田辺裕信,**,晴 ,良 ,15,京都,第79回菊花賞(G1),11R,芝右外3000m ,2018-10-21
162,9,5.75,3:07.4,34.3,8.0,,18.2,,牡3,57.0,1.0,2,10,[西]野中賢二,,,17-17-17-17,カナヤマホールディングス,490,グレイル,2,岩田康誠,**,晴 ,良 ,15,京都,第79回菊花賞(G1),11R,芝右外3000m ,2018-10-21
163,10,4.0,3:07.5,34.8,11.0,,70.2,,牡3,57.0,8.0,クビ,11,[西]矢作芳人,,,14-14-14-14,社台レースホース,452,ステイフーリッシュ,16,藤岡佑介,**,晴 ,良 ,15,京都,第79回菊花賞(G1),11R,芝右外3000m ,2018-10-21
164,11,1.0,3:07.8,35.7,9.0,,24.5,,牡3,57.0,5.0,2,12,[西]西園正都,,,5-5-5-3,ゴドルフィン,460,アフリカンゴールド,10,松若風馬,**,晴 ,良 ,15,京都,第79回菊花賞(G1),11R,芝右外3000m ,2018-10-21
165,12,1.25,3:07.9,35.3,6.0,,14.1,,牡3,57.0,7.0,3/4,13,[東]田村康仁,,,12-13-12-14,サンデーレーシング,530,グロンディオーズ,14,モレイラ,**,晴 ,良 ,15,京都,第79回菊花賞(G1),11R,芝右外3000m ,2018-10-21
166,13,1.25,3:08.0,35.8,5.0,,12.5,,牡3,57.0,3.0,1/2,14,[西]高橋義忠,,,5-5-5-6,松本好雄,498,メイショウテッコン,6,松山弘平,**,晴 ,良 ,15,京都,第79回菊花賞(G1),11R,芝右外3000m ,2018-10-21
167,14,2.75,3:08.1,36.1,14.0,,115.3,,牡3,57.0,6.0,クビ,15,[東]国枝栄,,,3-3-3-3,サンデーレーシング,472,コズミックフォース,11,浜中俊,**,晴 ,良 ,15,京都,第79回菊花賞(G1),11R,芝右外3000m ,2018-10-21
168,15,6.75,3:09.6,37.2,17.0,,223.0,,牡3,57.0,1.0,9,16,[西]五十嵐忠,,,7-7-8-10,深見富朗,480,アイトーン,1,国分恭介,**,晴 ,良 ,15,京都,第79回菊花賞(G1),11R,芝右外3000m ,2018-10-21
169,16,1.5,3:09.9,38.0,18.0,,242.6,,牡3,57.0,4.0,1.3/4,17,[西]松元茂樹,,,2-2-2-2,加藤守,482,カフジバンガード,8,幸英明,**,晴 ,良 ,15,京都,第79回菊花賞(G1),11R,芝右外3000m ,2018-10-21
170,17,8.0,3:11.2,37.8,16.0,,143.3,,牡3,57.0,7.0,8,18,[東]国枝栄,,,18-18-18-18,福井明,440,オウケンムーン,15,北村宏司,**,晴 ,良 ,15,京都,第79回菊花賞(G1),11R,芝右外3000m ,2018-10-21
171,0,0.75,1:58.1,34.1,1.0,,1.7,,牡3,57.0,6.0,,1,[西]角居勝彦,,"13,301.6",6-7-7-7,キャロットファーム,496,サートゥルナーリア,12,ルメール,**,曇 ,良 ,15,中山,第79回皐月賞(G1),11R,芝右2000m ,2019-04-14
172,1,1.5,1:58.1,34.4,4.0,,9.0,,牡3,57.0,4.0,アタマ,2,[西]中内田充,,"5,057.6",5-5-4-4,金子真人ホールディングス,478,ヴェロックス,7,川田将雅,**,曇 ,良 ,15,中山,第79回皐月賞(G1),11R,芝右2000m ,2019-04-14
173,2,0.75,1:58.1,34.5,3.0,,5.8,,牡3,57.0,2.0,ハナ,3,[東]萩原清,,"3,128.8",4-3-4-5,ダノックス,450,ダノンキングリー,4,戸崎圭太,**,曇 ,良 ,15,中山,第79回皐月賞(G1),11R,芝右2000m ,2019-04-14
174,3,1.0,1:58.5,34.9,2.0,,5.7,,牡3,57.0,1.0,2,4,[西]友道康夫,,"1,700.0",6-5-4-5,近藤利一,470,アドマイヤマーズ,1,Ｍ．デム,**,曇 ,良 ,15,中山,第79回皐月賞(G1),11R,芝右2000m ,2019-04-14
175,4,1.75,1:58.7,34.7,14.0,,109.4,,牡3,57.0,3.0,1.1/2,5,[西]池江泰寿,,"1,100.0",6-7-7-8,キャロットファーム,490,クラージュゲリエ,6,横山典弘,**,曇 ,良 ,15,中山,第79回皐月賞(G1),11R,芝右2000m ,2019-04-14
176,5,2.25,1:58.9,34.4,15.0,,183.5,,牡3,57.0,8.0,1.1/4,6,[西]鮫島一歩,,,16-16-15-10,八木良司,460,タガノディアマンテ,16,田辺裕信,**,曇 ,良 ,15,中山,第79回皐月賞(G1),11R,芝右2000m ,2019-04-14
177,6,2.25,1:59.0,34.8,10.0,,67.8,,牡3,57.0,6.0,1/2,7,[東]戸田博文,,,9-10-10-10,社台レースホース,452,ラストドラフト,11,シュタル,**,曇 ,良 ,15,中山,第79回皐月賞(G1),11R,芝右2000m ,2019-04-14
178,7,1.25,1:59.0,34.5,11.0,,72.1,,牡3,57.0,8.0,アタマ,8,[西]須貝尚介,,,16-16-15-14,近藤利一,508,アドマイヤジャスタ,17,岩田康誠,**,曇 ,良 ,15,中山,第79回皐月賞(G1),11R,芝右2000m ,2019-04-14
179,8,2.75,1:59.2,35.8,17.0,,475.0,,牡3,57.0,7.0,1.1/2,9,[東]青木孝文,,,2-2-2-1,田島大史,478,ダディーズマインド,14,宮崎北斗,**,曇 ,良 ,15,中山,第79回皐月賞(G1),11R,芝右2000m ,2019-04-14
180,9,5.25,1:59.3,34.6,18.0,,489.5,,牡3,57.0,8.0,1/2,10,[東]武藤善則,,,14-14-17-14,岡田繁幸,458,ナイママ,18,柴田大知,**,曇 ,良 ,15,中山,第79回皐月賞(G1),11R,芝右2000m ,2019-04-14
181,10,2.5,1:59.3,34.9,13.0,,99.0,,牡3,57.0,7.0,アタマ,11,[西]中竹和也,,,14-14-13-14,前田幸貴,498,ブレイキングドーン,13,福永祐一,**,曇 ,良 ,15,中山,第79回皐月賞(G1),11R,芝右2000m ,2019-04-14
182,11,1.0,1:59.7,35.5,7.0,,34.8,,牡3,57.0,5.0,2,12,[東]堀宣行,,,13-12-10-10,サンデーレーシング,478,シュヴァルツリーゼ,10,石橋脩,**,曇 ,良 ,15,中山,第79回皐月賞(G1),11R,芝右2000m ,2019-04-14
183,12,1.75,1:59.7,35.8,5.0,,25.9,,牡3,57.0,2.0,アタマ,13,[西]梅田智之,,,10-7-7-8,廣崎利洋,480,ファンタジスト,3,武豊,**,曇 ,良 ,15,中山,第79回皐月賞(G1),11R,芝右2000m ,2019-04-14
184,13,0.75,1:59.7,35.3,8.0,,35.4,,牡3,57.0,1.0,ハナ,14,[西]池江泰寿,,,10-12-13-14,サトミホースカンパニー,466,サトノルークス,2,池添謙一,**,曇 ,良 ,15,中山,第79回皐月賞(G1),11R,芝右2000m ,2019-04-14
185,14,1.75,1:59.7,34.9,9.0,,51.4,,牡3,57.0,5.0,ハナ,15,[西]池添兼雄,,,18-18-17-18,松本好雄,454,メイショウテンゲン,9,三浦皇成,**,曇 ,良 ,15,中山,第79回皐月賞(G1),11R,芝右2000m ,2019-04-14
186,15,3.75,2:00.0,36.5,16.0,,240.7,,牡3,57.0,7.0,2,16,[西]藤沢則雄,,,2-3-3-2,栗本博晴,488,クリノガウディー,15,藤岡佑介,**,曇 ,良 ,15,中山,第79回皐月賞(G1),11R,芝右2000m ,2019-04-14
187,16,2.0,2:00.1,35.9,6.0,,30.2,,牡3,57.0,4.0,3/4,17,[東]高木登,,,10-10-10-10,西山茂行,486,ニシノデイジー,8,勝浦正樹,**,曇 ,良 ,15,中山,第79回皐月賞(G1),11R,芝右2000m ,2019-04-14
188,17,1.25,2:00.8,37.4,12.0,,83.0,,牡3,57.0,3.0,4,18,[西]本田優,,,1-1-1-2,五影慶則,468,ランスオブプラーナ,5,松山弘平,**,曇 ,良 ,15,中山,第79回皐月賞(G1),11R,芝右2000m ,2019-04-14
189,0,4.25,1:33.6,33.4,4.0,,11.7,,牝4,54.0,5.0,,1,[西]中内田充,,"5,599.4",3-2,野田みづき,446,ミッキーチャーム,8,川田将雅,**,晴 ,良 ,15,阪神,第62回サンスポ杯阪神牝馬S(G2),11R,芝右外1600m ,2019-04-06
190,1,3.25,1:33.7,33.6,12.0,,57.6,,牝4,54.0,8.0,1/2,2,[西]牧田和弥,,"2,228.4",2-2,社台レースホース,462,アマルフィコースト,14,坂井瑠星,**,晴 ,良 ,15,阪神,第62回サンスポ杯阪神牝馬S(G2),11R,芝右外1600m ,2019-04-06
191,2,3.25,1:33.7,33.3,9.0,,34.7,,牝6,54.0,7.0,クビ,3,[西]高橋亮,,"1,414.2",5-4,里見美惠子,468,ミエノサクシード,12,川島信二,**,晴 ,良 ,15,阪神,第62回サンスポ杯阪神牝馬S(G2),11R,芝右外1600m ,2019-04-06
192,3,2.5,1:33.7,33.7,8.0,,31.0,,牝6,55.0,7.0,アタマ,4,[西]大根田裕,,830.0,1-1,駒秀,474,ダイアナヘイロー,11,武豊,**,晴 ,良 ,15,阪神,第62回サンスポ杯阪神牝馬S(G2),11R,芝右外1600m ,2019-04-06
193,4,4.5,1:33.7,33.4,6.0,,20.5,,牝6,54.0,4.0,アタマ,5,[西]西浦勝一,,550.0,3-4,大塚亮一,448,クロコスミア,5,岩田康誠,**,晴 ,良 ,15,阪神,第62回サンスポ杯阪神牝馬S(G2),11R,芝右外1600m ,2019-04-06
194,5,2.5,1:33.7,33.2,2.0,,7.5,,牝4,55.0,4.0,アタマ,6,[西]角居勝彦,,,5-6,石川達絵,436,カンタービレ,6,Ｍ．デム,**,晴 ,良 ,15,阪神,第62回サンスポ杯阪神牝馬S(G2),11R,芝右外1600m ,2019-04-06
195,6,2.25,1:33.7,33.0,3.0,,9.4,,牝5,54.0,6.0,アタマ,7,[西]藤原英昭,,,11-10,東京ホースレーシング,450,レッドオルガ,10,北村友一,**,晴 ,良 ,15,阪神,第62回サンスポ杯阪神牝馬S(G2),11R,芝右外1600m ,2019-04-06
196,7,3.5,1:33.8,33.2,1.0,,1.5,,牝4,54.0,3.0,クビ,8,[西]松永幹夫,,,9-7,サンデーレーシング,510,ラッキーライラック,4,石橋脩,**,晴 ,良 ,15,阪神,第62回サンスポ杯阪神牝馬S(G2),11R,芝右外1600m ,2019-04-06
197,8,5.75,1:33.9,32.8,11.0,,48.7,,牝4,55.0,3.0,3/4,9,[西]角居勝彦,,,11-13,サトミホースカンパニー,464,サトノワルキューレ,3,浜中俊,**,晴 ,良 ,15,阪神,第62回サンスポ杯阪神牝馬S(G2),11R,芝右外1600m ,2019-04-06
198,9,3.25,1:33.9,33.3,5.0,,16.2,,牝4,54.0,1.0,アタマ,10,[西]池添学,,,7-7,シルクレーシング,442,サラキア,1,池添謙一,**,晴 ,良 ,15,阪神,第62回サンスポ杯阪神牝馬S(G2),11R,芝右外1600m ,2019-04-06
199,10,3.5,1:33.9,33.3,10.0,,35.5,,牝4,54.0,5.0,ハナ,11,[西]高野友和,,,7-7,社台レースホース,456,リバティハイツ,7,福永祐一,**,晴 ,良 ,15,阪神,第62回サンスポ杯阪神牝馬S(G2),11R,芝右外1600m ,2019-04-06
200,11,7.5,1:34.0,33.0,14.0,,355.4,,牝4,54.0,8.0,3/4,12,[西]中内田充,,,14-13,Ｒ．アンダーソン,480,ベルーガ,13,中井裕二,**,晴 ,良 ,15,阪神,第62回サンスポ杯阪神牝馬S(G2),11R,芝右外1600m ,2019-04-06
